periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-EP01d. Malaria cases treated,105-MC04. Malaria in pregnancy,105-PS01b. Malaria Microscopy - Positive,105-PS02b. Malaria RDTs - Positive
202109,September 2021,202109,,lQj3yMM1lI7,Gomba District,,,1713.0,37.0,143.0,1154.0
202109,September 2021,202109,,szlrGpmFlu9,Gulu City,,,2931.0,168.0,1377.0,1767.0
202109,September 2021,202109,,Gwk4wkLz7EW,Gulu District,,,7673.0,230.0,2349.0,3192.0
202109,September 2021,202109,,ZqJ9w7mzitv,Hoima City,,,1417.0,29.0,372.0,329.0
202109,September 2021,202109,,PJFtfCyp6Rb,Hoima District,,,1517.0,122.0,690.0,976.0
202109,September 2021,202109,,r8WLxW9JwsS,Ibanda District,,,5922.0,37.0,1531.0,3660.0
202109,September 2021,202109,,oNxpMjveyZt,Iganga District,,,13717.0,355.0,1913.0,10437.0
202109,September 2021,202109,,UaR7OHycj8c,Isingiro District,,,3544.0,80.0,216.0,3283.0
202109,September 2021,202109,,wRApaxY2zJf,Jinja City,,,3322.0,83.0,1316.0,2250.0
202109,September 2021,202109,,aJR2ZxSH7g4,Jinja District,,,5848.0,212.0,1200.0,4280.0
202109,September 2021,202109,,eOJUW6OGpc7,Kaabong District,,,4755.0,127.0,107.0,6250.0
202109,September 2021,202109,,zBIpPzKYFLp,Kabale District,,,184.0,0.0,30.0,167.0
202109,September 2021,202109,,m77oR1YJESj,Kabarole District,,,2410.0,15.0,54.0,1636.0
202109,September 2021,202109,,QoRZB7xc3j9,Kaberamaido District,,,2919.0,129.0,801.0,1817.0
202109,September 2021,202109,,orgY0d5MJa9,Kagadi District,,,1455.0,81.0,495.0,858.0
202109,September 2021,202109,,Lnewt3iIJaK,Kakumiro District,,,2353.0,172.0,1215.0,1001.0
202109,September 2021,202109,,KOnkIf4N6jA,Kalaki District,,,3260.0,133.0,1856.0,1384.0
202109,September 2021,202109,,JrHILmtK0OU,Kalangala District,,,682.0,19.0,259.0,300.0
202109,September 2021,202109,,kJCEJnXLgnh,Kaliro District,,,6239.0,460.0,862.0,4677.0
202109,September 2021,202109,,ahyi8Uq4vaj,Kalungu District,,,1204.0,43.0,446.0,764.0
202109,September 2021,202109,,aXmBzv61LbM,Kampala District,,,10267.0,421.0,4661.0,3271.0
202109,September 2021,202109,,oyygQ2STBST,Kamuli District,,,20350.0,695.0,3585.0,15961.0
202109,September 2021,202109,,uCVQXAdKqL9,Kamwenge District,,,9090.0,134.0,389.0,7933.0
202109,September 2021,202109,,aphcy5JTnd6,Kanungu District,,,4607.0,77.0,1000.0,3156.0
202109,September 2021,202109,,aginheWSLef,Kapchorwa District,,,435.0,4.0,19.0,256.0
202109,September 2021,202109,,mvN9LBbpf7X,Kapelebyong District,,,3800.0,136.0,183.0,3338.0
202109,September 2021,202109,,Hmh5JQLls1d,Karenga District,,,3019.0,120.0,9.0,2075.0
202109,September 2021,202109,,aa8xVDzSpte,Kasese District,,,11758.0,125.0,947.0,9927.0
202109,September 2021,202109,,Pvl4FVXO0RD,Kassanda District,,,3222.0,167.0,705.0,2304.0
202109,September 2021,202109,,cSrCFjPKqcG,Katakwi District,,,10479.0,540.0,1740.0,7967.0
202109,September 2021,202109,,ykxQEnZGXkj,Kayunga District,,,4822.0,190.0,1322.0,3431.0
202109,September 2021,202109,,AS2Seq1grGE,Kazo District,,,1667.0,17.0,152.0,1176.0
202109,September 2021,202109,,tM3DsJxMaMX,Kibaale District,,,823.0,53.0,299.0,276.0
202109,September 2021,202109,,GLHh0BXys9w,Kiboga District,,,2176.0,47.0,692.0,1303.0
202109,September 2021,202109,,Oyxwe3iDqpR,Kibuku District,,,11995.0,235.0,1807.0,9971.0
202109,September 2021,202109,,L5WBetpBpY3,Kikuube District,,,9884.0,262.0,2997.0,7068.0
202109,September 2021,202109,,qf9xWZu7Dq8,Kiruhura District,,,1144.0,16.0,79.0,1031.0
202109,September 2021,202109,,B0G9cqixld8,Kiryandongo District,,,4125.0,258.0,1364.0,2443.0
202109,September 2021,202109,,aPhSZRinfbg,Kisoro District,,,274.0,,9.0,271.0
202109,September 2021,202109,,qKmESX5Owwr,Kitagwenda District,,,2153.0,115.0,360.0,1469.0
202109,September 2021,202109,,pnTVIF5v27r,Kitgum District,,,5502.0,166.0,3175.0,2467.0
202109,September 2021,202109,,iqsaGItA68C,Koboko District,,,8957.0,322.0,2951.0,2680.0
202109,September 2021,202109,,Y4LV8xqkv6J,Kole District,,,3761.0,326.0,1992.0,1792.0
202109,September 2021,202109,,aPZzL4CyBTg,Kotido District,,,7329.0,110.0,968.0,2612.0
202109,September 2021,202109,,saT18HClZoz,Kumi District,,,7414.0,194.0,1159.0,4452.0
202109,September 2021,202109,,gCN6sU5BjlR,Kwania District,,,2890.0,81.0,747.0,1325.0
202109,September 2021,202109,,h1O9AvNR4jS,Kween District,,,956.0,4.0,32.0,785.0
202109,September 2021,202109,,IVuiLJYABw6,Kyankwanzi District,,,1094.0,70.0,613.0,413.0
202109,September 2021,202109,,a9tQqo1rSj7,Kyegegwa District,,,3098.0,123.0,167.0,2854.0
202109,September 2021,202109,,O9MoQcpZ4uA,Kyenjojo District,,,5649.0,82.0,1830.0,3819.0
202109,September 2021,202109,,REJuxCmTwXG,Kyotera District,,,4147.0,54.0,1092.0,2641.0
202109,September 2021,202109,,xy0M4HhjXtD,Lamwo District,,,15618.0,275.0,1229.0,14093.0
202109,September 2021,202109,,ullSvMrkHdi,Lira City,,,3000.0,108.0,1829.0,1816.0
202109,September 2021,202109,,Lj8t70RYnEt,Lira District,,,2390.0,72.0,1880.0,509.0
202109,September 2021,202109,,hn1AlYtF1Pu,Luuka District,,,12428.0,402.0,1528.0,9256.0
202109,September 2021,202109,,tr9XWtYsL5P,Luwero District,,,6694.0,193.0,2784.0,2906.0
202109,September 2021,202109,,aqpd0Y9eXZ2,Lwengo District,,,1808.0,30.0,717.0,817.0
202109,September 2021,202109,,aPRNSGUR3vk,Lyantonde District,,,496.0,17.0,96.0,231.0
202109,September 2021,202109,,bLoH4VbxCGI,Madi-Okollo District,,,9684.0,208.0,595.0,8012.0
202109,September 2021,202109,,JIZDvNlIhXS,Manafwa District,,,4671.0,208.0,763.0,1574.0
202109,September 2021,202109,,WyR8Eetj7Uw,Maracha District,,,12326.0,447.0,2723.0,7436.0
202109,September 2021,202109,,KJkbK1YhjFb,Masaka City,,,1433.0,34.0,477.0,758.0
202109,September 2021,202109,,bIONCoCnt3Q,Masaka District,,,716.0,15.0,317.0,348.0
202109,September 2021,202109,,xr8EMirOASp,Masindi District,,,2162.0,93.0,439.0,1657.0
202109,September 2021,202109,,mv4gKtY0qW8,Mayuge District,,,8075.0,232.0,1747.0,4554.0
202109,September 2021,202109,,ALFFOStwtqW,Mbale City,,,4566.0,128.0,2488.0,2737.0
202109,September 2021,202109,,yuo5ielNL7W,Mbale District,,,5254.0,196.0,1121.0,3969.0
202109,September 2021,202109,,W7kX446X8Jn,Mbarara City,,,345.0,4.0,104.0,228.0
202109,September 2021,202109,,auswb7JO9wY,Mbarara District,,,390.0,7.0,81.0,220.0
202109,September 2021,202109,,FLygHiUd2UW,Mitooma District,,,1570.0,13.0,99.0,1505.0
202109,September 2021,202109,,Q7PaNIbyZII,Mityana District,,,5057.0,91.0,1154.0,3126.0
202109,September 2021,202109,,A9kRCvmn6Co,Moroto District,,,4615.0,71.0,260.0,3716.0
202109,September 2021,202109,,W0kQBddyGyh,Moyo District,,,9919.0,114.0,847.0,7323.0
202109,September 2021,202109,,YMMexeHFUay,Mpigi District,,,1252.0,40.0,397.0,780.0
202109,September 2021,202109,,lzWuB6bCQeV,Mubende District,,,3545.0,77.0,466.0,1559.0
202109,September 2021,202109,,a0DfYpC2Rwl,Mukono District,,,5455.0,171.0,1819.0,2306.0
202109,September 2021,202109,,mOXva2xiwQv,Nabilatuk District,,,4778.0,91.0,83.0,4182.0
202109,September 2021,202109,,VuHCApXcMTm,Nakapiripirit District,,,5324.0,101.0,225.0,5189.0
202109,September 2021,202109,,aSbgVKaeCP0,Nakaseke District,,,2018.0,49.0,320.0,1429.0
202109,September 2021,202109,,aUcYGQCK9ub,Nakasongola District,,,2777.0,81.0,2078.0,1337.0
202109,September 2021,202109,,Ut0ysYGEipO,Namayingo District,,,11029.0,264.0,682.0,7287.0
202109,September 2021,202109,,TGzZPOmbgn8,Namisindwa District,,,2066.0,61.0,369.0,2081.0
202109,September 2021,202109,,esIUe2tQAtL,Namutumba District,,,10621.0,220.0,1393.0,7150.0
202109,September 2021,202109,,EDhGji3EteB,Napak District,,,8951.0,123.0,143.0,5275.0
202109,September 2021,202109,,Xjc0LDFa5gW,Nebbi District,,,9240.0,347.0,360.0,8822.0
202109,September 2021,202109,,aj4hsYK3dVm,Ngora District,,,5067.0,360.0,114.0,5157.0
202109,September 2021,202109,,z8D9ER36EKN,Ntoroko District,,,487.0,13.0,62.0,285.0
202109,September 2021,202109,,hAoe9dhZh9V,Ntungamo District,,,1924.0,27.0,340.0,1299.0
202109,September 2021,202109,,zNgVoDVPYgD,Nwoya District,,,5017.0,163.0,1229.0,2896.0
202109,September 2021,202109,,uTMUclQ5bi6,Obongi District,,,8937.0,148.0,1771.0,7258.0
202109,September 2021,202109,,S5fvUXgY54J,Omoro District,,,6416.0,230.0,1387.0,4952.0
202109,September 2021,202109,,aXjub1BYn1y,Otuke District,,,3844.0,133.0,2700.0,1167.0
202109,September 2021,202109,,xpIFdCMhVHG,Oyam District,,,9849.0,639.0,2185.0,6294.0
202109,September 2021,202109,,aBrjuZk0W31,Pader District,,,22112.0,401.0,1066.0,15046.0
202109,September 2021,202109,,uqUyTPvQKII,Pakwach District,,,10415.0,289.0,1505.0,2768.0
202109,September 2021,202109,,WiVj4bEhX4P,Pallisa District,,,10706.0,209.0,2023.0,7133.0
202109,September 2021,202109,,P8iz90eiIrW,Rakai District,,,3658.0,73.0,704.0,2898.0
202109,September 2021,202109,,wZrfAgC3WrU,Rubanda District,,,121.0,1.0,1.0,119.0
202109,September 2021,202109,,fS71jg1WYPk,Rubirizi District,,,1108.0,19.0,319.0,673.0
202109,September 2021,202109,,fsP0Wxie1UW,Rukiga District,,,214.0,,89.0,158.0
202109,September 2021,202109,,tugqr4dY6wq,Rukungiri District,,,3301.0,47.0,113.0,3160.0
202109,September 2021,202109,,tsugXWRXwGu,Rwampara District,,,189.0,,10.0,181.0
202109,September 2021,202109,,j7AQsnEYmvi,Sembabule District,,,2126.0,35.0,430.0,1623.0
202109,September 2021,202109,,zJfpujxC1kD,Serere District,,,6047.0,225.0,484.0,6446.0
202109,September 2021,202109,,xAJgEKKAeRA,Sheema District,,,114.0,,15.0,117.0
202109,September 2021,202109,,wJ2a6YKDFZW,Sironko District,,,3934.0,127.0,282.0,2594.0
202109,September 2021,202109,,iRUvO30ij3h,Soroti City,,,4362.0,94.0,2480.0,2475.0
202109,September 2021,202109,,srmGjHrpVE5,Soroti District,,,6416.0,396.0,634.0,6795.0
202109,September 2021,202109,,bJgx6UjvyoP,Terego District,,,15510.0,422.0,1898.0,11682.0
202109,September 2021,202109,,KhT80mlwJ3Y,Tororo District,,,15435.0,293.0,1914.0,13690.0
202109,September 2021,202109,,aIahLLmtvgT,Wakiso District,,,12629.0,283.0,4470.0,5697.0
202109,September 2021,202109,,W1JM2Qdhcv3,Yumbe District,,,32266.0,621.0,4737.0,23644.0
202109,September 2021,202109,,A4aGXEfdb8P,Zombo District,,,6537.0,120.0,415.0,5474.0
202110,October 2021,202110,,NREoMszwQZW,Abim District,,,9302.0,209.0,213.0,7112.0
202110,October 2021,202110,,QYiQ2KqgCxj,Adjumani District,,,34091.0,494.0,3030.0,29016.0
202110,October 2021,202110,,ztIyIYAzFKp,Agago District,,,8904.0,246.0,986.0,6253.0
202110,October 2021,202110,,p7EEgDEX3jT,Alebtong District,,,8650.0,184.0,329.0,8498.0
202110,October 2021,202110,,ZuQHWOaFQVM,Amolatar District,,,6114.0,90.0,446.0,5569.0
202110,October 2021,202110,,a8RHFdF4DXL,Amudat District,,,2618.0,30.0,23.0,2335.0
202110,October 2021,202110,,TM6ccNxawqy,Amuria District,,,7510.0,182.0,917.0,6000.0
202110,October 2021,202110,,C0RSe3EWBqU,Amuru District,,,8037.0,205.0,1654.0,5353.0
202110,October 2021,202110,,JyZJhGXKeEq,Apac District,,,4355.0,124.0,217.0,3584.0
202110,October 2021,202110,,iQTVPmAJPkr,Arua City,,,5174.0,402.0,2155.0,2315.0
202110,October 2021,202110,,WcB3kLlgRTb,Arua District,,,1701.0,29.0,167.0,1289.0
202110,October 2021,202110,,kb7iUQISRlx,Budaka District,,,8370.0,247.0,1911.0,6874.0
202110,October 2021,202110,,AhwgeZQYj16,Bududa District,,,1105.0,28.0,359.0,719.0
202110,October 2021,202110,,gUaoj8Geuao,Bugiri District,,,9498.0,206.0,453.0,7917.0
202110,October 2021,202110,,AIonX4LaJeU,Bugweri District,,,6774.0,243.0,930.0,5372.0
202110,October 2021,202110,,sWoNWQZ9qrD,Buhweju District,,,332.0,3.0,5.0,252.0
202110,October 2021,202110,,x75Yh65MaUa,Buikwe District,,,9624.0,311.0,1832.0,7255.0
202110,October 2021,202110,,tdZbtg9sZkO,Bukedea District,,,5410.0,308.0,331.0,5478.0
202110,October 2021,202110,,Ame30QOwuX6,Bukomansimbi District,,,2127.0,31.0,575.0,1472.0
202110,October 2021,202110,,e8m9ZYMRoeR,Bukwo District,,,690.0,15.0,54.0,291.0
202110,October 2021,202110,,auLatLbcOxf,Bulambuli District,,,2374.0,75.0,401.0,1858.0
202110,October 2021,202110,,CQTmrrriwOq,Buliisa District,,,7717.0,274.0,388.0,5042.0
202110,October 2021,202110,,g8M1cWRJZV6,Bundibugyo District,,,11659.0,191.0,1004.0,9371.0
202110,October 2021,202110,,iTfbtn6JUsN,Bunyangabu District,,,1362.0,13.0,180.0,1101.0
202110,October 2021,202110,,It5UGwdHAPF,Bushenyi District,,,2469.0,15.0,187.0,2293.0
202110,October 2021,202110,,lkuO79O6mRx,Busia District,,,14121.0,314.0,932.0,11362.0
202110,October 2021,202110,,MtpE3CH6vq3,Butaleja District,,,9730.0,154.0,4255.0,3553.0
202110,October 2021,202110,,a3LMKP8z8Xj,Butambala District,,,2049.0,44.0,349.0,1514.0
202110,October 2021,202110,,FDPqRvcW3NN,Butebo District,,,5595.0,74.0,1685.0,4098.0
202110,October 2021,202110,,aZLZPPjqft0,Buvuma District,,,1810.0,54.0,136.0,1601.0
202110,October 2021,202110,,F3ccON3OCsL,Buyende District,,,5042.0,584.0,314.0,4626.0
202110,October 2021,202110,,wMQ25dybdgH,Dokolo District,,,5454.0,201.0,856.0,3424.0
202110,October 2021,202110,,R1x33oSVR1M,Fort Portal City,,,646.0,29.0,283.0,487.0
202110,October 2021,202110,,lQj3yMM1lI7,Gomba District,,,2734.0,54.0,254.0,2479.0
202110,October 2021,202110,,szlrGpmFlu9,Gulu City,,,3419.0,166.0,1887.0,2200.0
202110,October 2021,202110,,Gwk4wkLz7EW,Gulu District,,,6858.0,209.0,666.0,3057.0
202110,October 2021,202110,,ZqJ9w7mzitv,Hoima City,,,1202.0,18.0,444.0,491.0
202110,October 2021,202110,,PJFtfCyp6Rb,Hoima District,,,1643.0,147.0,493.0,1082.0
202110,October 2021,202110,,r8WLxW9JwsS,Ibanda District,,,10779.0,77.0,1307.0,8051.0
202110,October 2021,202110,,oNxpMjveyZt,Iganga District,,,16559.0,414.0,1835.0,13063.0
202110,October 2021,202110,,UaR7OHycj8c,Isingiro District,,,8265.0,116.0,674.0,8439.0
202110,October 2021,202110,,wRApaxY2zJf,Jinja City,,,5099.0,118.0,1294.0,3441.0
202110,October 2021,202110,,aJR2ZxSH7g4,Jinja District,,,9199.0,246.0,1685.0,7076.0
202110,October 2021,202110,,eOJUW6OGpc7,Kaabong District,,,4529.0,117.0,128.0,4215.0
202110,October 2021,202110,,zBIpPzKYFLp,Kabale District,,,323.0,3.0,41.0,314.0
202110,October 2021,202110,,m77oR1YJESj,Kabarole District,,,2059.0,79.0,73.0,1759.0
202110,October 2021,202110,,QoRZB7xc3j9,Kaberamaido District,,,6048.0,151.0,316.0,6044.0
202110,October 2021,202110,,orgY0d5MJa9,Kagadi District,,,6007.0,121.0,392.0,3361.0
202110,October 2021,202110,,Lnewt3iIJaK,Kakumiro District,,,4291.0,122.0,1039.0,2932.0
202110,October 2021,202110,,KOnkIf4N6jA,Kalaki District,,,5489.0,91.0,1059.0,4503.0
202110,October 2021,202110,,JrHILmtK0OU,Kalangala District,,,892.0,10.0,339.0,303.0
202110,October 2021,202110,,kJCEJnXLgnh,Kaliro District,,,7578.0,680.0,566.0,8126.0
202110,October 2021,202110,,ahyi8Uq4vaj,Kalungu District,,,1782.0,23.0,654.0,939.0
202110,October 2021,202110,,aXmBzv61LbM,Kampala District,,,10221.0,366.0,5083.0,2611.0
202110,October 2021,202110,,oyygQ2STBST,Kamuli District,,,27245.0,995.0,2306.0,21469.0
202110,October 2021,202110,,uCVQXAdKqL9,Kamwenge District,,,18520.0,342.0,1168.0,17302.0
202110,October 2021,202110,,aphcy5JTnd6,Kanungu District,,,5790.0,73.0,889.0,4924.0
202110,October 2021,202110,,aginheWSLef,Kapchorwa District,,,550.0,1.0,37.0,540.0
202110,October 2021,202110,,mvN9LBbpf7X,Kapelebyong District,,,3991.0,163.0,187.0,3281.0
202110,October 2021,202110,,Hmh5JQLls1d,Karenga District,,,4059.0,88.0,485.0,2675.0
202110,October 2021,202110,,aa8xVDzSpte,Kasese District,,,17399.0,133.0,2281.0,13868.0
202110,October 2021,202110,,Pvl4FVXO0RD,Kassanda District,,,3787.0,223.0,1003.0,2543.0
202110,October 2021,202110,,cSrCFjPKqcG,Katakwi District,,,13648.0,736.0,2318.0,9900.0
202110,October 2021,202110,,ykxQEnZGXkj,Kayunga District,,,5914.0,198.0,1243.0,4133.0
202110,October 2021,202110,,AS2Seq1grGE,Kazo District,,,4205.0,42.0,295.0,3282.0
202110,October 2021,202110,,tM3DsJxMaMX,Kibaale District,,,1005.0,107.0,220.0,485.0
202110,October 2021,202110,,GLHh0BXys9w,Kiboga District,,,3204.0,89.0,1154.0,1355.0
202110,October 2021,202110,,Oyxwe3iDqpR,Kibuku District,,,17151.0,367.0,137.0,17127.0
202110,October 2021,202110,,L5WBetpBpY3,Kikuube District,,,13277.0,391.0,3149.0,9791.0
202110,October 2021,202110,,qf9xWZu7Dq8,Kiruhura District,,,1916.0,14.0,64.0,1357.0
202110,October 2021,202110,,B0G9cqixld8,Kiryandongo District,,,6343.0,330.0,1212.0,3734.0
202110,October 2021,202110,,aPhSZRinfbg,Kisoro District,,,400.0,1.0,4.0,377.0
202110,October 2021,202110,,qKmESX5Owwr,Kitagwenda District,,,3681.0,95.0,320.0,3307.0
202110,October 2021,202110,,pnTVIF5v27r,Kitgum District,,,4247.0,138.0,2263.0,1702.0
202110,October 2021,202110,,iqsaGItA68C,Koboko District,,,8105.0,231.0,1138.0,4795.0
202110,October 2021,202110,,Y4LV8xqkv6J,Kole District,,,3912.0,413.0,799.0,2213.0
202110,October 2021,202110,,aPZzL4CyBTg,Kotido District,,,10800.0,179.0,261.0,6981.0
202110,October 2021,202110,,saT18HClZoz,Kumi District,,,10730.0,314.0,1109.0,7748.0
202110,October 2021,202110,,gCN6sU5BjlR,Kwania District,,,3699.0,133.0,1332.0,1544.0
202110,October 2021,202110,,h1O9AvNR4jS,Kween District,,,937.0,2.0,125.0,772.0
202110,October 2021,202110,,IVuiLJYABw6,Kyankwanzi District,,,2578.0,124.0,731.0,1378.0
202110,October 2021,202110,,a9tQqo1rSj7,Kyegegwa District,,,4695.0,178.0,211.0,3621.0
202110,October 2021,202110,,O9MoQcpZ4uA,Kyenjojo District,,,9999.0,165.0,1967.0,7886.0
202110,October 2021,202110,,REJuxCmTwXG,Kyotera District,,,6135.0,83.0,1455.0,4169.0
202110,October 2021,202110,,xy0M4HhjXtD,Lamwo District,,,12887.0,223.0,1207.0,10491.0
202110,October 2021,202110,,ullSvMrkHdi,Lira City,,,2584.0,125.0,1669.0,1224.0
202110,October 2021,202110,,Lj8t70RYnEt,Lira District,,,1926.0,38.0,1107.0,351.0
202110,October 2021,202110,,hn1AlYtF1Pu,Luuka District,,,11786.0,425.0,974.0,10443.0
202110,October 2021,202110,,tr9XWtYsL5P,Luwero District,,,7134.0,195.0,3236.0,2881.0
202110,October 2021,202110,,aqpd0Y9eXZ2,Lwengo District,,,2748.0,61.0,963.0,1659.0
202110,October 2021,202110,,aPRNSGUR3vk,Lyantonde District,,,1101.0,14.0,170.0,692.0
202110,October 2021,202110,,bLoH4VbxCGI,Madi-Okollo District,,,10752.0,168.0,399.0,8899.0
202110,October 2021,202110,,JIZDvNlIhXS,Manafwa District,,,3306.0,221.0,327.0,2553.0
202110,October 2021,202110,,WyR8Eetj7Uw,Maracha District,,,13389.0,303.0,1559.0,8729.0
202110,October 2021,202110,,KJkbK1YhjFb,Masaka City,,,1811.0,26.0,430.0,1003.0
202110,October 2021,202110,,bIONCoCnt3Q,Masaka District,,,1123.0,21.0,467.0,672.0
202110,October 2021,202110,,xr8EMirOASp,Masindi District,,,2770.0,46.0,591.0,1970.0
202110,October 2021,202110,,mv4gKtY0qW8,Mayuge District,,,9490.0,363.0,1222.0,8099.0
202110,October 2021,202110,,ALFFOStwtqW,Mbale City,,,5262.0,152.0,1991.0,3176.0
202110,October 2021,202110,,yuo5ielNL7W,Mbale District,,,5512.0,158.0,900.0,4063.0
202110,October 2021,202110,,W7kX446X8Jn,Mbarara City,,,397.0,6.0,157.0,251.0
202110,October 2021,202110,,auswb7JO9wY,Mbarara District,,,574.0,4.0,170.0,366.0
202110,October 2021,202110,,FLygHiUd2UW,Mitooma District,,,2470.0,26.0,24.0,2573.0
202110,October 2021,202110,,Q7PaNIbyZII,Mityana District,,,6713.0,146.0,1397.0,3720.0
202110,October 2021,202110,,A9kRCvmn6Co,Moroto District,,,5612.0,69.0,194.0,3350.0
202110,October 2021,202110,,W0kQBddyGyh,Moyo District,,,9508.0,98.0,846.0,8129.0
202110,October 2021,202110,,YMMexeHFUay,Mpigi District,,,1887.0,34.0,475.0,967.0
202110,October 2021,202110,,lzWuB6bCQeV,Mubende District,,,3852.0,102.0,706.0,2868.0
202110,October 2021,202110,,a0DfYpC2Rwl,Mukono District,,,7740.0,244.0,2072.0,5563.0
202110,October 2021,202110,,mOXva2xiwQv,Nabilatuk District,,,3655.0,48.0,47.0,2481.0
202110,October 2021,202110,,VuHCApXcMTm,Nakapiripirit District,,,4927.0,68.0,181.0,4018.0
202110,October 2021,202110,,aSbgVKaeCP0,Nakaseke District,,,2575.0,65.0,838.0,1609.0
202110,October 2021,202110,,aUcYGQCK9ub,Nakasongola District,,,6667.0,86.0,1139.0,1307.0
202110,October 2021,202110,,Ut0ysYGEipO,Namayingo District,,,12490.0,308.0,626.0,9409.0
202110,October 2021,202110,,TGzZPOmbgn8,Namisindwa District,,,2258.0,88.0,364.0,1432.0
202110,October 2021,202110,,esIUe2tQAtL,Namutumba District,,,10256.0,251.0,1464.0,6811.0
202110,October 2021,202110,,EDhGji3EteB,Napak District,,,9566.0,100.0,433.0,6239.0
202110,October 2021,202110,,Xjc0LDFa5gW,Nebbi District,,,12093.0,316.0,433.0,8250.0
202110,October 2021,202110,,aj4hsYK3dVm,Ngora District,,,6699.0,160.0,751.0,4485.0
202110,October 2021,202110,,z8D9ER36EKN,Ntoroko District,,,794.0,25.0,25.0,582.0
202110,October 2021,202110,,hAoe9dhZh9V,Ntungamo District,,,5540.0,73.0,818.0,4553.0
202110,October 2021,202110,,zNgVoDVPYgD,Nwoya District,,,5610.0,181.0,1481.0,4296.0
202110,October 2021,202110,,uTMUclQ5bi6,Obongi District,,,10364.0,149.0,1312.0,8784.0
202110,October 2021,202110,,S5fvUXgY54J,Omoro District,,,6576.0,212.0,1650.0,4886.0
202110,October 2021,202110,,aXjub1BYn1y,Otuke District,,,2647.0,62.0,1547.0,646.0
202110,October 2021,202110,,xpIFdCMhVHG,Oyam District,,,9177.0,500.0,2902.0,3793.0
202110,October 2021,202110,,aBrjuZk0W31,Pader District,,,16561.0,292.0,1822.0,12711.0
202110,October 2021,202110,,uqUyTPvQKII,Pakwach District,,,12256.0,266.0,817.0,7932.0
202110,October 2021,202110,,WiVj4bEhX4P,Pallisa District,,,10581.0,411.0,1553.0,9317.0
202110,October 2021,202110,,P8iz90eiIrW,Rakai District,,,6243.0,76.0,644.0,4538.0
202110,October 2021,202110,,wZrfAgC3WrU,Rubanda District,,,209.0,,5.0,220.0
202110,October 2021,202110,,fS71jg1WYPk,Rubirizi District,,,1932.0,25.0,204.0,1551.0
202110,October 2021,202110,,fsP0Wxie1UW,Rukiga District,,,322.0,,36.0,614.0
202110,October 2021,202110,,tugqr4dY6wq,Rukungiri District,,,4753.0,46.0,64.0,3798.0
202110,October 2021,202110,,tsugXWRXwGu,Rwampara District,,,339.0,1.0,49.0,211.0
202110,October 2021,202110,,j7AQsnEYmvi,Sembabule District,,,2930.0,73.0,277.0,2598.0
202110,October 2021,202110,,zJfpujxC1kD,Serere District,,,8500.0,273.0,662.0,8360.0
202110,October 2021,202110,,xAJgEKKAeRA,Sheema District,,,200.0,5.0,43.0,195.0
202110,October 2021,202110,,wJ2a6YKDFZW,Sironko District,,,3892.0,131.0,215.0,2928.0
202110,October 2021,202110,,iRUvO30ij3h,Soroti City,,,6720.0,112.0,1390.0,4237.0
202110,October 2021,202110,,srmGjHrpVE5,Soroti District,,,9421.0,493.0,439.0,7031.0
202110,October 2021,202110,,bJgx6UjvyoP,Terego District,,,21477.0,324.0,1570.0,16430.0
202110,October 2021,202110,,KhT80mlwJ3Y,Tororo District,,,11500.0,251.0,2876.0,7189.0
202110,October 2021,202110,,aIahLLmtvgT,Wakiso District,,,13314.0,400.0,5056.0,5823.0
202110,October 2021,202110,,W1JM2Qdhcv3,Yumbe District,,,34492.0,567.0,5012.0,24325.0
202110,October 2021,202110,,A4aGXEfdb8P,Zombo District,,,5675.0,247.0,742.0,5052.0
202111,November 2021,202111,,NREoMszwQZW,Abim District,,,6389.0,153.0,174.0,5461.0
202111,November 2021,202111,,QYiQ2KqgCxj,Adjumani District,,,32138.0,432.0,2256.0,36389.0
202111,November 2021,202111,,ztIyIYAzFKp,Agago District,,,22950.0,424.0,501.0,19915.0
202111,November 2021,202111,,p7EEgDEX3jT,Alebtong District,,,13519.0,407.0,202.0,11252.0
202111,November 2021,202111,,ZuQHWOaFQVM,Amolatar District,,,5579.0,103.0,1339.0,4264.0
202111,November 2021,202111,,a8RHFdF4DXL,Amudat District,,,2077.0,44.0,144.0,1394.0
202111,November 2021,202111,,TM6ccNxawqy,Amuria District,,,7440.0,149.0,1425.0,4906.0
202111,November 2021,202111,,C0RSe3EWBqU,Amuru District,,,14295.0,174.0,283.0,12639.0
202111,November 2021,202111,,JyZJhGXKeEq,Apac District,,,8429.0,168.0,599.0,6647.0
202111,November 2021,202111,,iQTVPmAJPkr,Arua City,,,7413.0,478.0,1313.0,5296.0
202111,November 2021,202111,,WcB3kLlgRTb,Arua District,,,2775.0,65.0,170.0,2605.0
202111,November 2021,202111,,kb7iUQISRlx,Budaka District,,,14392.0,333.0,2608.0,11242.0
202111,November 2021,202111,,AhwgeZQYj16,Bududa District,,,1363.0,59.0,383.0,901.0
202111,November 2021,202111,,gUaoj8Geuao,Bugiri District,,,14005.0,492.0,323.0,11777.0
202111,November 2021,202111,,AIonX4LaJeU,Bugweri District,,,8367.0,200.0,792.0,5970.0
202111,November 2021,202111,,sWoNWQZ9qrD,Buhweju District,,,415.0,4.0,14.0,407.0
