district,year,month,avg_temp_max,avg_temp_min,sum_precipitation,avg_humidity,sum_sunshine_hours
Ntungamo,2024,7,29.57,16.8,25.5,58.1,311.6
Butambala,2024,6,25.84,17.54,52.0,74.57,326.41
Nakasongola,2024,6,30.29,18.71,31.7,65.1,311.27
Rukungiri,2018,10,24.42,14.04,159.4,80.26,308.49
Lyantonde,2018,1,29.41,16.95,16.4,63.55,305.12
Sembabule,2022,7,28.74,17.48,6.9,51.84,314.63
Lyantonde,2023,2,30.44,17.2,11.1,59.0,288.75
Kaberamaido,2020,10,27.56,17.69,295.2,84.58,296.9
Kalangala,2024,11,24.18,20.02,210.4,80.9,280.62
Rukungiri,2023,10,25.35,14.66,176.5,80.03,294.11
Namisindwa,2018,10,19.15,11.97,235.9,74.42,322.48
Kaberamaido,2024,11,28.55,18.31,283.0,77.43,298.86
Bundibugyo,2018,11,28.56,18.39,110.8,76.47,314.36
Bundibugyo,2021,5,27.0,18.64,171.9,81.81,320.95
Bundibugyo,2021,12,30.55,19.12,23.2,67.42,315.42
Bundibugyo,2023,10,28.78,18.69,131.2,77.74,304.05
Sembabule,2022,10,28.26,16.61,76.7,72.42,309.18
Rukungiri,2023,9,25.78,14.89,202.3,80.77,290.79
Lyantonde,2019,4,28.55,17.58,56.4,73.57,303.71
Namayingo,2020,1,26.0,19.0,154.0,77.58,307.79
Sembabule,2017,8,26.19,17.08,108.0,76.1,311.49
Ntungamo,2024,11,25.89,15.96,203.6,80.87,299.59
Sembabule,2021,12,28.21,17.53,53.2,72.61,314.1
Sembabule,2022,8,27.48,16.52,78.5,69.32,272.17
Rukungiri,2019,1,24.9,13.84,70.9,76.48,334.59
Rukungiri,2021,1,23.91,14.12,128.9,79.03,310.84
Bundibugyo,2021,1,30.92,19.81,15.1,59.45,315.75
Sembabule,2023,6,29.29,17.22,33.7,66.63,314.29
Kaberamaido,2020,2,30.74,19.15,50.0,66.24,320.05
Kalangala,2024,12,24.2,19.87,189.3,80.39,306.22
Namayingo,2020,5,24.71,19.42,240.0,84.06,313.71
Rukungiri,2018,4,23.36,14.31,228.5,86.33,245.6
Sembabule,2017,1,31.08,17.15,27.1,58.52,350.53
Rukungiri,2019,10,23.46,14.17,262.9,85.87,287.17
Rukungiri,2018,11,24.32,14.24,200.5,82.63,303.72
Namisindwa,2017,10,19.5,12.15,226.3,72.42,328.26
Kalangala,2024,1,24.77,20.34,133.6,76.19,305.94
Sembabule,2018,5,24.92,16.53,54.1,81.39,312.82
Lyantonde,2022,4,27.78,16.76,70.9,74.67,291.0
Bundibugyo,2021,3,31.07,20.13,71.6,63.42,327.79
Sembabule,2017,5,25.62,16.91,73.3,78.61,334.76
Lyantonde,2023,8,28.94,17.03,29.6,63.61,329.25
Kaberamaido,2020,9,27.88,17.67,220.0,82.47,317.61
Kalangala,2024,9,24.74,20.57,88.0,77.17,307.56
Bundibugyo,2023,5,29.11,18.88,85.5,76.0,325.79
Nakasongola,2024,5,29.98,19.1,72.8,74.74,314.39
Rukungiri,2017,5,25.31,14.59,26.7,70.97,343.42
Bundibugyo,2018,4,26.94,19.28,159.5,79.43,264.06
Bundibugyo,2022,5,28.58,18.77,68.6,77.1,317.65
Sembabule,2019,6,26.83,17.25,80.6,77.83,282.74
Kalangala,2024,4,24.32,20.47,305.7,81.3,267.42
Ntungamo,2024,6,29.72,17.08,2.5,50.23,328.12
Ntungamo,2024,12,25.57,15.5,89.9,79.81,326.04
Rukungiri,2021,7,26.03,14.44,24.6,59.29,294.99
Butambala,2024,3,27.68,18.29,101.4,79.42,323.5
Namisindwa,2018,6,17.35,12.05,172.6,78.63,299.51
Kaberamaido,2024,4,28.51,19.51,281.1,81.83,293.59
Kalangala,2024,3,25.74,21.15,173.7,77.77,312.13
Bundibugyo,2017,6,28.14,18.52,93.4,73.07,333.6
Lyantonde,2023,5,27.59,16.42,39.2,77.42,312.64
Sembabule,2022,4,27.3,17.39,77.3,74.83,284.66
Kalangala,2024,10,24.52,20.37,185.9,78.74,308.46
Nakasongola,2024,8,28.36,17.88,125.7,76.52,325.23
Namisindwa,2018,11,19.51,12.06,164.8,75.03,323.97
Nakasongola,2024,1,31.15,18.86,15.9,55.06,325.38
Sembabule,2022,12,26.49,15.84,58.7,77.48,300.45
Butambala,2024,8,27.58,17.45,71.7,74.94,323.64
Kalangala,2024,6,24.52,20.05,57.8,73.5,326.74
Sembabule,2018,6,27.49,16.33,44.9,68.7,314.68
Sembabule,2021,9,27.37,17.1,109.6,76.5,289.44
Sembabule,2023,2,31.91,18.33,20.9,53.93,286.84
Namayingo,2024,9,27.86,18.81,131.8,71.3,312.76
Rukungiri,2019,3,26.08,14.18,66.2,74.42,332.13
Nakasongola,2024,2,32.2,19.82,41.7,57.28,308.39
Lyantonde,2023,1,28.81,15.63,15.4,63.65,321.43
Bundibugyo,2023,3,29.06,18.79,145.8,73.48,283.08
Bundibugyo,2017,10,27.29,18.56,129.3,78.74,334.42
Rukungiri,2023,6,25.25,14.1,39.7,76.27,293.19
Rukungiri,2021,5,24.45,14.26,68.9,80.23,311.07
Namayingo,2024,7,26.16,18.27,55.4,76.61,328.77
Namayingo,2020,8,26.34,18.44,69.3,75.45,334.95
Namisindwa,2018,4,17.77,12.45,367.6,82.0,232.55
Sembabule,2023,12,27.4,16.82,54.9,77.42,303.46
Lyantonde,2018,8,28.0,16.08,99.5,70.13,318.47
Bundibugyo,2018,3,29.3,19.45,76.1,69.42,292.58
Sembabule,2018,11,26.69,17.03,78.9,80.53,307.56
Sembabule,2022,2,30.45,18.32,31.8,63.11,244.12
Lyantonde,2017,4,27.11,17.1,60.9,75.77,315.87
Bundibugyo,2022,1,31.2,19.73,8.4,55.52,301.78
Bundibugyo,2023,2,33.1,20.15,9.5,47.43,298.09
Sembabule,2022,1,30.03,17.33,34.7,60.26,293.57
Sembabule,2022,11,26.0,16.64,132.1,83.23,264.36
Lyantonde,2019,12,26.75,16.42,75.5,79.13,310.09
Namayingo,2020,10,25.85,18.85,205.0,79.29,315.23
Ntungamo,2024,3,28.82,17.06,59.8,70.77,331.83
Rukungiri,2017,1,26.98,14.23,22.6,59.13,348.39
Bundibugyo,2021,4,29.43,18.86,131.8,74.37,314.83
Butambala,2024,4,25.31,18.21,214.3,86.7,272.21
Butambala,2024,5,25.63,17.72,120.7,84.9,317.79
Sembabule,2017,7,27.65,17.29,41.7,68.87,316.1
Lyantonde,2017,3,28.29,16.99,44.2,73.55,334.26
Sembabule,2021,6,27.68,16.72,27.6,63.8,322.07
Rukungiri,2017,6,26.64,14.7,4.5,59.9,321.15
Bundibugyo,2021,7,25.84,18.26,125.1,81.16,305.85
Bundibugyo,2023,12,30.52,19.41,60.8,69.26,330.21
Namisindwa,2017,8,18.14,12.25,130.2,74.1,321.2
Bundibugyo,2017,5,29.49,18.99,63.2,71.94,348.72
Rukungiri,2017,12,24.68,13.51,50.5,73.45,338.63
Sembabule,2019,2,31.05,18.24,25.1,60.64,295.58
Namisindwa,2017,5,18.84,12.39,262.6,77.58,332.83
Bundibugyo,2021,11,29.24,18.4,101.4,74.47,311.38
Bundibugyo,2022,8,26.4,17.84,177.6,79.84,302.31
Rukungiri,2018,8,24.88,13.72,111.1,73.71,289.07
Nakasongola,2024,4,29.05,19.39,153.0,78.57,295.51
Rukungiri,2017,3,25.6,14.03,99.8,76.58,338.01
Lyantonde,2023,3,27.0,16.51,73.2,76.77,284.59
Lyantonde,2022,6,28.03,15.82,11.9,61.73,320.37
Lyantonde,2022,9,26.89,15.78,91.0,78.53,302.17
Namisindwa,2017,3,20.81,12.4,110.8,68.48,349.86
Bundibugyo,2021,8,26.26,18.17,221.2,80.16,321.9
Sembabule,2017,10,26.66,16.61,99.2,79.87,327.06
Sembabule,2019,4,28.21,17.96,77.8,74.2,300.42
Nakasongola,2024,11,28.48,18.54,147.6,76.4,297.54
Rukungiri,2019,7,24.76,13.81,52.6,76.1,318.86
Rukungiri,2019,11,23.85,14.56,173.7,84.17,291.75
Kaberamaido,2020,12,29.62,17.37,22.3,70.81,334.6
Namayingo,2024,12,25.49,18.92,184.4,79.35,332.46
Bundibugyo,2022,12,28.0,18.06,101.7,73.97,316.35
Sembabule,2019,3,31.17,18.5,29.4,60.81,328.6
Rukungiri,2017,2,25.14,14.46,81.7,73.5,298.43
Bundibugyo,2017,12,31.24,19.69,16.7,57.0,345.63
Lyantonde,2022,12,25.97,15.51,40.0,79.45,315.02
Kaberamaido,2020,11,28.04,17.71,151.4,78.47,312.97
Lyantonde,2018,6,27.41,15.56,28.5,68.97,315.73
Sembabule,2017,12,28.18,17.1,52.4,72.81,337.11
Sembabule,2022,9,26.38,16.2,96.3,79.67,296.11
Rukungiri,2021,11,24.63,13.75,214.5,81.93,271.01
Sembabule,2021,1,27.74,16.89,51.1,72.74,291.88
Namayingo,2020,4,25.22,19.93,233.8,82.8,278.61
Namisindwa,2018,12,18.48,12.15,266.7,76.19,324.42
Bundibugyo,2018,1,31.85,20.34,1.1,45.55,334.83
Lyantonde,2018,12,26.32,16.22,68.0,80.58,300.75
Namayingo,2024,3,27.5,19.61,127.3,76.23,344.99
Namisindwa,2018,5,17.87,12.51,353.6,81.29,299.03
Sembabule,2019,11,26.36,16.76,81.3,79.7,282.15
Rukungiri,2023,8,27.99,15.15,16.4,60.19,327.27
Bundibugyo,2022,6,28.01,18.02,73.2,72.6,317.37
Lyantonde,2017,12,27.81,16.85,37.0,73.87,330.6
Lyantonde,2018,10,26.86,16.61,98.4,77.45,310.67
Rukungiri,2023,11,23.85,14.32,242.8,85.83,269.16
Ntungamo,2024,10,27.68,16.05,109.4,75.58,314.11
Nakasongola,2024,9,29.53,18.46,111.0,72.97,317.18
Bundibugyo,2022,11,26.36,18.06,247.5,84.43,246.29
Namayingo,2020,6,24.54,18.63,88.5,80.87,320.92
Bundibugyo,2022,2,32.44,20.55,9.8,48.75,281.36
Rukungiri,2018,3,24.52,14.28,128.1,80.84,291.23
Sembabule,2017,6,26.53,16.55,31.1,72.33,325.54
Lyantonde,2022,1,29.85,16.78,24.7,61.61,295.44
Lyantonde,2021,11,28.85,16.6,46.5,70.0,293.96
Rukungiri,2017,11,23.63,13.56,172.8,81.93,298.82
Rukungiri,2018,2,26.22,14.76,58.2,69.57,282.77
Bundibugyo,2018,5,27.34,18.64,120.5,79.65,329.73
Lyantonde,2023,9,28.66,16.79,68.0,74.07,307.31
Rukungiri,2023,3,24.51,14.36,277.7,82.74,268.48
Lyantonde,2021,7,28.85,16.81,13.0,55.19,305.26
Namayingo,2020,3,25.42,20.02,264.7,82.77,302.98
Namayingo,2020,7,24.77,18.36,59.7,75.97,317.77
Lyantonde,2019,5,27.07,17.23,53.2,79.55,318.72
Rukungiri,2023,2,26.11,14.26,63.2,67.29,287.16
Lyantonde,2017,2,28.32,16.88,36.5,70.96,290.45
Kaberamaido,2024,12,30.09,17.67,42.6,64.71,333.96
Namayingo,2024,6,25.67,18.61,52.9,76.5,320.76
Rukungiri,2021,4,24.5,14.54,76.5,79.03,310.18
Rukungiri,2018,5,24.19,14.24,60.0,78.45,332.12
Lyantonde,2021,10,28.64,16.97,63.7,71.84,313.61
Sembabule,2021,3,28.86,17.8,68.2,67.87,305.34
Sembabule,2019,9,27.25,16.69,102.8,78.97,308.7
Butambala,2024,2,27.64,18.27,102.1,77.66,294.62
Rukungiri,2021,10,24.83,14.27,217.4,83.84,303.18
Lyantonde,2021,1,27.75,16.82,50.3,72.97,307.59
Namisindwa,2017,2,21.31,12.28,112.4,63.14,315.26
Lyantonde,2022,8,27.61,16.19,92.2,69.06,287.3
Rukungiri,2017,9,24.43,14.13,226.9,82.07,291.4
Lyantonde,2017,9,27.15,16.62,110.0,77.57,298.3
Lyantonde,2021,4,26.48,16.49,69.8,79.57,282.97
Sembabule,2018,1,29.91,17.51,20.1,61.03,310.51
Kaberamaido,2020,6,27.21,18.21,96.9,80.8,325.74
Rukungiri,2021,2,25.53,14.69,49.2,71.86,283.79
Namisindwa,2018,8,17.79,11.62,196.5,74.97,303.34
Sembabule,2018,12,26.87,16.59,62.1,77.35,292.69
Kaberamaido,2020,7,26.48,17.54,153.6,81.23,298.02
Sembabule,2021,2,29.84,18.01,23.2,64.39,282.86
Namayingo,2024,5,25.86,19.5,113.8,80.55,334.75
Namayingo,2020,12,24.77,18.83,118.9,81.39,334.53
Bundibugyo,2022,4,28.98,19.11,124.5,74.43,275.54
Sembabule,2019,5,26.93,17.52,65.8,78.55,310.34
Sembabule,2023,8,28.7,17.82,49.4,64.19,325.42
Kaberamaido,2020,4,28.42,19.6,165.3,80.07,297.06
Lyantonde,2023,10,28.48,17.15,68.4,72.45,312.66
Lyantonde,2023,11,26.19,17.0,100.3,80.43,246.47
Kaberamaido,2020,5,27.4,19.01,185.7,83.42,330.71
Rukungiri,2023,1,24.59,13.82,73.8,70.68,334.36
Rukungiri,2018,12,23.46,13.57,148.0,83.13,300.25
Sembabule,2017,3,27.96,17.41,63.3,73.45,324.52
Lyantonde,2023,4,26.08,16.43,113.7,81.5,270.48
Bundibugyo,2017,7,26.18,18.11,149.3,79.32,325.38
Sembabule,2018,10,27.06,17.21,126.1,77.74,292.85
Sembabule,2017,11,25.27,16.11,139.6,82.13,302.9
Lyantonde,2018,7,27.91,16.34,10.2,58.0,336.3
Lyantonde,2019,11,26.76,16.63,58.8,78.9,282.75
Sembabule,2022,6,28.3,16.64,15.6,61.7,316.78
Kaberamaido,2024,10,29.4,18.03,186.3,76.58,333.91
Bundibugyo,2023,8,28.34,18.82,58.1,74.71,333.49
Sembabule,2019,1,29.56,17.33,33.4,69.29,331.05
Namisindwa,2018,3,18.59,12.34,257.2,78.74,273.91
Sembabule,2018,3,26.53,17.19,102.4,80.06,291.49
Namayingo,2020,9,26.37,18.79,111.2,75.63,321.29
Namisindwa,2018,9,19.26,11.74,140.1,70.93,321.65
Bundibugyo,2023,11,27.32,18.69,169.9,83.1,260.96
Sembabule,2022,5,27.62,16.91,41.8,73.77,323.16
Namisindwa,2017,9,18.8,12.28,224.6,74.13,317.98
Rukungiri,2018,6,25.08,13.38,28.1,71.0,317.35
Rukungiri,2019,8,25.28,14.57,78.8,76.03,319.4
Rukungiri,2023,4,24.56,14.38,178.4,82.1,289.94
Rukungiri,2019,2,25.95,14.54,61.7,72.39,295.17
Butambala,2024,10,27.59,17.71,129.1,79.55,305.98
Namisindwa,2017,12,20.44,11.9,33.4,63.29,342.67
Bundibugyo,2018,10,27.52,18.06,121.2,80.1,309.4
Sembabule,2019,7,27.43,16.54,58.4,73.1,312.46
Sembabule,2023,1,30.44,16.5,16.2,59.03,321.23
Kalangala,2024,7,24.37,20.11,82.1,76.71,326.38
Kalangala,2024,8,24.02,19.68,80.1,78.39,332.0
Butambala,2024,9,27.86,17.77,78.2,76.2,312.52
Lyantonde,2023,6,28.16,16.27,30.9,70.8,318.06
Lyantonde,2019,9,27.41,16.52,72.5,77.57,316.7
Bundibugyo,2017,8,25.51,17.82,215.3,82.94,303.57
Sembabule,2019,8,27.79,17.03,77.0,73.23,315.11
Rukungiri,2021,6,25.94,14.42,27.6,61.87,311.63
Lyantonde,2021,8,28.73,16.47,33.6,63.94,335.03
Nakasongola,2024,7,29.18,18.31,105.3,74.23,309.82
Namisindwa,2018,2,22.82,13.22,51.9,54.32,310.39
Bundibugyo,2021,9,25.78,17.97,248.8,85.17,294.7
Bundibugyo,2023,7,28.82,18.55,24.1,69.29,341.93
Butambala,2024,7,27.33,17.75,76.5,73.68,318.88
Namisindwa,2017,4,20.41,12.77,294.3,72.5,310.3
Sembabule,2017,2,28.48,17.28,45.3,70.0,287.15
Lyantonde,2021,6,27.95,16.17,17.0,62.83,322.32
Lyantonde,2023,12,27.31,16.62,40.6,78.68,313.05
Sembabule,2023,11,26.26,17.34,126.5,80.9,243.56
Lyantonde,2019,6,27.7,17.13,73.9,74.17,290.12
Namayingo,2024,10,26.64,18.59,203.7,78.52,336.21
Rukungiri,2023,12,24.52,14.61,237.8,84.06,313.86
Lyantonde,2022,3,29.56,17.05,40.6,67.71,314.79
Namayingo,2024,8,26.47,17.89,58.9,74.52,334.26
Lyantonde,2018,4,24.95,16.82,122.9,83.9,258.09
Lyantonde,2018,5,25.63,16.15,43.1,80.1,316.25
Sembabule,2022,3,30.28,17.93,64.5,64.9,313.79
Namayingo,2024,1,25.33,19.11,165.6,81.29,312.74
Rukungiri,2021,12,24.4,14.44,146.0,79.81,299.35
Butambala,2024,12,26.32,16.87,133.4,81.84,300.85
Namisindwa,2017,7,18.17,12.25,73.0,72.52,319.76
Lyantonde,2017,10,27.29,16.4,72.8,77.84,328.1
Sembabule,2021,10,28.72,17.47,108.5,71.94,313.23
Bundibugyo,2022,9,26.67,17.62,157.6,80.97,310.1
Lyantonde,2017,6,27.63,16.53,17.9,67.53,327.73
Sembabule,2021,5,25.94,16.67,91.3,79.81,295.34
Lyantonde,2018,9,26.85,15.77,72.5,77.73,320.3
Bundibugyo,2023,4,28.71,18.37,176.3,78.93,293.95
Lyantonde,2017,11,25.5,16.04,118.7,81.43,298.81
Namayingo,2024,2,26.61,19.11,116.9,78.41,311.07
Namisindwa,2018,1,20.68,11.98,34.1,58.42,343.22
Bundibugyo,2023,9,28.51,18.95,97.5,77.23,314.23
Butambala,2024,11,25.62,17.51,178.2,85.5,279.41
Rukungiri,2023,7,27.19,13.88,9.7,55.84,333.52
Kaberamaido,2024,8,28.49,17.38,141.6,78.74,328.99
Rukungiri,2017,4,25.0,14.88,52.1,73.47,328.67
Bundibugyo,2017,11,27.68,18.12,154.2,76.43,301.44
Lyantonde,2018,3,26.92,16.97,101.2,79.84,287.16
Lyantonde,2021,9,27.36,16.74,88.6,76.5,297.74
Bundibugyo,2021,2,32.85,20.76,7.5,47.71,297.02
Sembabule,2019,12,26.51,16.55,101.5,79.29,316.05
Ntungamo,2024,1,26.68,16.46,70.5,74.03,299.25
Rukungiri,2017,7,25.52,14.7,19.2,70.35,300.65
Bundibugyo,2023,6,28.15,18.75,68.9,76.43,289.58
Lyantonde,2018,11,26.53,16.61,95.4,81.13,311.57
Kaberamaido,2024,7,28.41,17.85,176.9,77.87,322.37
Bundibugyo,2018,2,32.97,21.14,23.6,51.0,291.16
Bundibugyo,2018,6,26.5,17.87,209.6,79.67,310.85
Bundibugyo,2017,1,33.67,20.52,0.8,40.45,351.13
Lyantonde,2023,7,29.28,16.12,8.1,56.0,335.96
Ntungamo,2024,4,27.06,16.64,86.3,78.27,284.51
Rukungiri,2019,6,23.66,14.34,132.8,84.3,274.45
Bundibugyo,2018,9,26.76,17.49,134.9,81.7,311.95
Sembabule,2018,2,30.59,18.26,28.6,62.82,294.21
Sembabule,2023,4,26.3,17.01,129.7,79.27,255.9
Namayingo,2020,2,26.42,19.38,113.8,77.86,311.81
Nakasongola,2024,12,29.77,17.72,58.0,63.61,333.13
Rukungiri,2021,9,24.38,14.58,186.9,82.83,290.66
Bundibugyo,2017,9,26.51,18.27,188.0,79.5,304.94
Lyantonde,2021,5,26.62,16.52,81.4,78.48,303.96
Namisindwa,2017,6,18.68,12.24,112.4,74.8,328.99
Sembabule,2023,5,28.49,17.05,55.6,73.45,312.54
Lyantonde,2017,8,27.03,17.09,65.0,71.55,319.8
Lyantonde,2022,2,29.39,17.48,49.5,67.39,252.39
Namayingo,2020,11,24.72,18.89,260.4,82.8,304.36
Rukungiri,2021,8,25.88,14.56,107.0,69.39,321.73
Sembabule,2017,4,27.12,17.76,67.6,74.5,304.47
Rukungiri,2019,12,23.16,14.14,168.7,85.74,305.99
Sembabule,2021,11,29.23,17.27,52.5,68.53,299.25
Namisindwa,2017,1,23.21,12.14,20.6,47.13,350.94
Bundibugyo,2021,10,27.99,18.41,88.4,78.77,315.06
Bundibugyo,2017,3,32.15,20.17,42.8,61.1,342.49
Lyantonde,2019,2,30.7,17.66,25.0,62.14,290.52
Sembabule,2021,8,28.75,16.79,47.1,65.23,331.63
Lyantonde,2019,10,25.91,16.68,134.8,80.32,286.95
Kaberamaido,2020,3,29.35,19.92,191.5,78.39,312.76
Kaberamaido,2024,6,28.56,18.33,62.7,75.3,327.34
Rukungiri,2023,5,25.52,14.44,61.6,77.48,321.5
Lyantonde,2019,7,28.28,16.22,36.7,68.58,312.5
Kaberamaido,2024,5,28.75,19.42,174.4,80.16,315.51
Ntungamo,2024,8,29.24,16.37,34.7,64.74,307.62
Ntungamo,2024,9,29.16,16.62,80.7,67.37,306.76
Bundibugyo,2017,2,31.71,20.44,22.6,57.61,299.76
Lyantonde,2017,5,26.15,16.61,46.7,77.13,328.8
Lyantonde,2017,7,28.1,17.11,14.8,65.58,323.27
Sembabule,2021,7,28.69,17.27,20.1,57.94,303.72
Rukungiri,2019,5,24.96,14.56,54.0,79.03,331.68
Sembabule,2018,9,27.07,16.47,88.8,77.17,310.65
Namayingo,2024,11,25.59,18.89,235.3,81.3,290.48
Ntungamo,2024,2,27.8,16.52,63.7,73.62,285.95
Bundibugyo,2023,1,31.65,18.85,1.9,52.84,344.72
Lyantonde,2019,1,28.76,16.95,22.0,71.19,331.45
Rukungiri,2021,3,24.89,14.62,116.5,75.42,311.54
Sembabule,2023,9,28.97,17.36,52.1,72.77,299.45
Bundibugyo,2022,7,27.78,18.39,45.6,70.06,312.76
Bundibugyo,2017,4,30.54,19.91,91.1,67.7,328.85
Lyantonde,2021,2,29.88,17.6,27.2,65.61,275.95
Butambala,2024,1,26.88,17.57,54.8,76.23,296.46
Rukungiri,2018,9,25.21,13.89,77.8,77.77,303.95
Sembabule,2023,7,29.81,17.13,11.8,55.23,331.68
Lyantonde,2019,3,30.5,17.53,28.9,64.16,330.07
Sembabule,2018,8,27.92,16.54,116.1,71.29,309.37
Nakasongola,2024,10,28.91,18.45,143.9,75.42,326.65
Butambala,2020,8,26.27,17.55,90.3,78.74,319.56
Nakasongola,2019,5,27.43,19.0,167.3,82.77,297.28
Nakasongola,2019,7,26.6,17.75,171.2,83.77,316.33
Butambala,2021,8,26.41,16.93,79.2,75.26,332.77
Ntungamo,2017,11,25.46,15.35,170.7,79.57,308.42
Bukomansimbi,2020,11,25.49,17.15,140.7,83.57,266.37
Kalangala,2019,5,23.44,20.09,280.2,85.03,245.36
Namayingo,2023,8,27.0,18.53,51.5,72.13,343.62
Butambala,2021,4,23.99,17.29,217.0,88.5,255.39
Ntungamo,2017,2,27.02,16.18,55.7,71.29,295.1
Kalangala,2019,8,23.27,19.95,84.4,80.94,331.71
Butambala,2021,7,24.87,17.1,37.5,71.61,323.72
Kalangala,2022,10,24.21,20.5,92.7,76.61,317.3
Butambala,2019,11,24.71,17.37,173.5,86.97,262.92
Ntungamo,2021,5,26.25,16.23,57.1,74.48,305.91
Ntungamo,2021,12,26.25,15.93,110.6,77.55,295.92
Ntungamo,2020,2,27.07,16.69,82.5,75.69,290.83
Nakasongola,2019,11,26.59,18.09,173.0,83.17,280.14
Namayingo,2019,7,24.7,18.25,94.7,82.32,325.54
Nakasongola,2019,3,33.39,19.82,26.5,55.16,348.5
Kalangala,2023,10,24.91,20.75,112.3,77.03,297.23
Kaberamaido,2021,9,27.62,17.64,259.4,82.93,316.15
Namayingo,2018,3,25.01,19.15,201.5,81.06,287.78
Namayingo,2018,4,23.94,18.83,389.6,84.5,242.7
Kalangala,2020,3,24.32,20.84,222.2,82.06,270.79
Isingiro,2024,7,30.47,17.75,35.1,60.81,288.89
Nakasongola,2020,1,28.97,18.34,62.5,63.87,315.9
Ntungamo,2021,2,27.25,16.71,56.2,71.75,286.35
Ntungamo,2021,11,26.92,15.62,135.6,77.83,278.06
Kalangala,2020,5,23.57,20.19,148.2,82.32,302.22
Nakasongola,2017,6,28.29,18.35,67.6,75.1,323.02
Nakasongola,2018,2,32.99,19.48,13.6,52.46,310.33
Namayingo,2023,6,25.42,18.42,104.5,79.87,312.88
Kaberamaido,2019,7,27.07,17.75,120.5,81.65,337.13
Kalangala,2022,1,24.77,20.28,45.1,73.42,300.51
Butambala,2020,9,26.58,17.48,112.3,80.33,311.49
Bukomansimbi,2020,7,26.5,17.22,52.4,68.97,315.77
Kalangala,2020,6,23.39,19.79,134.1,78.63,314.59
Kaberamaido,2019,9,28.0,17.83,189.7,81.97,324.81
Nakasongola,2023,7,29.79,17.85,45.8,63.29,333.41
Kaberamaido,2019,6,26.69,17.98,220.0,85.03,295.63
Butambala,2018,3,25.39,17.61,188.8,84.45,272.16
Kaberamaido,2021,10,29.03,17.94,182.6,78.13,323.88
Kaberamaido,2019,11,27.89,18.03,170.3,79.3,304.74
Ntungamo,2022,9,26.5,15.51,97.2,77.13,296.16
Namayingo,2019,4,26.19,20.06,300.6,80.53,305.54
Kaberamaido,2022,5,27.93,18.58,190.8,80.0,327.63
Kaberamaido,2022,1,31.52,18.05,44.0,55.23,319.4
Namayingo,2018,9,26.52,18.77,101.1,75.67,323.57
Kalangala,2018,6,23.4,19.62,77.3,77.37,323.78
Kalangala,2020,11,23.52,19.88,290.0,81.33,254.36
Kaberamaido,2022,9,28.33,17.01,155.7,78.23,330.56
Namayingo,2019,1,27.47,19.74,51.8,71.9,345.23
Kaberamaido,2019,10,27.18,17.74,355.7,84.87,322.06
Kaberamaido,2021,8,27.85,17.69,109.2,75.94,331.63
Namayingo,2018,2,28.85,20.42,107.6,65.32,311.53
Kalangala,2021,2,24.91,21.14,75.0,75.14,288.22
Kalangala,2021,4,23.22,19.73,259.7,83.47,245.93
Kalangala,2019,2,25.78,21.22,157.7,77.0,290.93
Butambala,2018,5,23.64,17.19,151.2,87.74,288.91
Kaberamaido,2019,2,33.04,19.58,37.3,53.82,311.99
Ntungamo,2022,5,26.89,15.86,41.3,72.61,328.86
Kaberamaido,2022,7,27.31,17.25,119.3,74.45,336.32
Kalangala,2021,5,23.33,19.99,148.3,80.97,301.36
Kaberamaido,2022,6,27.13,17.34,82.6,77.7,321.91
Butambala,2018,9,25.57,17.17,113.5,84.0,310.09
Butambala,2021,9,25.64,17.48,153.8,82.3,289.13
Namayingo,2021,3,26.32,19.64,101.7,75.61,326.21
Butambala,2019,6,24.72,17.49,123.2,86.83,287.18
Kalangala,2018,11,24.48,20.5,122.2,81.4,291.77
Kalangala,2022,2,24.11,20.18,101.5,77.96,267.73
Kalangala,2019,10,23.25,19.8,270.4,82.71,254.47
Namayingo,2019,11,24.93,19.16,188.3,82.77,289.15
Bukomansimbi,2020,12,27.03,16.88,46.4,77.48,322.34
Kalangala,2023,7,24.19,19.95,32.2,71.42,336.72
Nakasongola,2019,12,26.76,17.88,130.9,80.06,301.45
Namayingo,2019,9,26.13,18.92,107.8,78.83,321.44
Kalangala,2021,10,24.48,20.56,132.5,76.84,314.94
Butambala,2020,7,24.62,17.09,50.6,77.81,318.5
Namayingo,2023,11,25.25,18.71,304.7,83.07,291.96
Butambala,2020,11,24.82,17.42,178.8,86.47,257.77
Kaberamaido,2022,12,28.83,17.19,65.6,74.0,323.69
Kalangala,2021,7,23.54,20.07,32.5,68.74,336.68
Bukomansimbi,2024,5,27.46,18.28,69.2,77.65,316.35
Butambala,2019,12,24.95,17.11,134.8,85.68,291.24
Bukomansimbi,2024,6,28.77,18.13,16.4,62.27,333.68
Ntungamo,2022,7,28.53,16.3,15.4,46.97,300.72
Kalangala,2020,2,25.13,21.0,86.4,77.21,290.02
Nakasongola,2020,8,27.41,17.99,119.4,79.84,323.65
Isingiro,2024,3,30.76,18.52,41.6,70.06,324.74
Kalangala,2017,8,23.69,19.89,133.8,80.29,326.17
Namayingo,2021,1,24.67,18.87,108.7,81.23,337.17
Kalangala,2019,1,25.21,20.86,92.1,77.9,328.5
Namayingo,2021,2,26.02,19.29,37.9,76.39,295.91
Butambala,2018,8,25.15,16.61,102.9,81.87,314.17
